timestamp,Open,High,Low,Close,Volume
2025-05-06 09:30:00,480.98,480.98,480.7,480.92,4826.0
2025-05-06 09:35:00,480.92,480.96,480.62,480.62,2656.0
2025-05-06 09:40:00,480.49,480.6,480.47,480.52,2706.0
2025-05-06 09:45:00,480.52,480.52,480.3,480.43,4932.0
2025-05-06 09:50:00,480.31,480.92,480.31,480.89,7589.0
2025-05-06 09:55:00,480.98,481.29,480.98,481.29,10927.0
2025-05-06 10:00:00,481.16,481.29,481.07,481.17,3535.0
2025-05-06 10:05:00,481.15,481.31,481.13,481.19,6585.0
2025-05-06 10:10:00,480.95,481.19,480.95,481.19,1970.0
2025-05-06 10:15:00,481.24,481.4,481.23,481.3,8259.0
2025-05-06 10:20:00,481.23,481.32,481.16,481.32,12138.0
2025-05-06 10:25:00,481.37,481.37,481.25,481.25,1039.0
2025-05-06 10:30:00,481.26,481.49,481.25,481.49,4268.0
2025-05-06 10:35:00,481.47,481.89,481.47,481.81,19752.0
2025-05-06 10:40:00,481.76,481.76,481.44,481.44,8732.0
2025-05-06 10:45:00,481.56,481.68,481.42,481.57,6525.0
2025-05-06 10:50:00,481.68,481.72,481.35,481.52,9497.0
2025-05-06 10:55:00,481.47,481.81,481.47,481.81,5002.0
2025-05-06 11:00:00,481.84,482.14,481.84,482.1,21504.0
2025-05-06 11:05:00,482.19,482.2,482.1,482.1,6887.0
2025-05-06 11:10:00,482.09,482.15,481.82,481.82,5942.0
2025-05-06 11:15:00,481.79,481.79,481.57,481.58,10449.0
2025-05-06 11:20:00,481.59,481.67,480.85,480.85,36279.0
2025-05-06 11:25:00,480.89,481.07,480.55,480.8,36132.0
2025-05-06 11:30:00,480.84,480.96,480.59,480.9,22093.0
2025-05-06 11:35:00,480.98,481.5,480.98,481.37,9170.0
2025-05-06 11:40:00,481.31,481.35,480.95,481.24,11254.0
2025-05-06 11:45:00,481.07,481.07,480.68,480.68,13671.0
2025-05-06 11:50:00,480.62,480.8,479.87,480.1,45001.0
2025-05-06 11:55:00,480.2,480.69,480.07,480.62,33226.0
2025-05-06 12:00:00,482.15,484.23,479.9296,480.88,111774.0
2025-05-06 12:05:00,480.89,480.93,480.69,480.69,7756.0
2025-05-06 12:10:00,480.81,480.85,480.35,480.74,12483.0
2025-05-06 12:15:00,480.84,480.89,480.54,480.71,28599.0
2025-05-06 12:20:00,480.71,480.76,480.5,480.5,17137.0
2025-05-06 12:25:00,480.46,480.52,480.25,480.32,17302.0
2025-05-06 12:30:00,480.3795,480.38,479.88,480.0,43008.0
2025-05-06 12:35:00,479.94,480.16,479.83,479.94,38632.0
2025-05-06 12:40:00,479.92,480.03,479.78,479.83,55338.0
2025-05-06 12:45:00,479.83,480.42,479.77,480.4,31644.0
2025-05-06 12:50:00,480.43,480.53,480.31,480.43,29354.0
2025-05-06 12:55:00,480.45,480.78,480.45,480.61,37127.0
2025-05-06 13:00:00,480.63,480.7,480.32,480.35,41739.0
2025-05-06 13:05:00,480.36,480.36,479.95,480.02,26452.0
2025-05-06 13:10:00,479.9799,480.01,479.8,479.82,32160.0
2025-05-06 13:15:00,479.8,480.0,479.53,480.0,39606.0
2025-05-06 13:20:00,479.99,479.99,479.55,479.55,59994.0
2025-05-06 13:25:00,479.65,479.65,479.25,479.53,66287.0
2025-05-06 13:30:00,479.56,480.72,479.16,480.5388,1118731.0
2025-05-06 13:35:00,480.52,481.19,480.14,481.1762,605523.0
2025-05-06 13:40:00,481.14,481.18,480.58,480.7712,592897.0
2025-05-06 13:45:00,480.8,481.11,479.5822,479.6399,770136.0
2025-05-06 13:50:00,479.62,479.64,478.41,478.52,742411.0
2025-05-06 13:55:00,478.54,479.26,478.4,478.6109,601798.0
2025-05-06 14:00:00,478.66,480.0,478.19,479.4699,588978.0
2025-05-06 14:05:00,479.48,480.27,479.27,480.15,413990.0
2025-05-06 14:10:00,480.15,480.72,479.98,480.0645,340383.0
2025-05-06 14:15:00,480.1,481.33,480.1,481.29,528668.0
2025-05-06 14:20:00,481.29,482.27,481.29,481.85,702266.0
2025-05-06 14:25:00,481.85,482.29,481.5853,482.055,453606.0
2025-05-06 14:30:00,482.035,482.6,481.6,482.25,322949.0
2025-05-06 14:35:00,482.24,482.39,481.77,482.34,305469.0
2025-05-06 14:40:00,482.34,482.44,482.02,482.28,155726.0
2025-05-06 14:45:00,482.31,482.92,482.28,482.4653,294101.0
2025-05-06 14:50:00,482.45,482.45,481.8,482.02,286643.0
2025-05-06 14:55:00,482.02,482.42,481.88,482.15,226567.0
2025-05-06 15:00:00,482.14,482.79,482.13,482.686865,270765.0
2025-05-06 15:05:00,482.655,482.8,481.75,481.85,271919.0
2025-05-06 15:10:00,481.87,482.48,481.79,482.32,167905.0
2025-05-06 15:15:00,482.3191,482.71,482.05,482.62,144917.0
2025-05-06 15:20:00,482.65,483.08,482.47,482.9499,247027.0
2025-05-06 15:25:00,482.93,483.14,482.61,483.04,170393.0
2025-05-06 15:30:00,483.02,483.25,482.47,483.204,751649.0
2025-05-06 15:35:00,483.22,483.29,482.91,483.105,244027.0
2025-05-06 15:40:00,483.1,483.19,482.08,482.23,412604.0
2025-05-06 15:45:00,482.2059,482.5,482.011,482.38,262381.0
2025-05-06 15:50:00,482.3524,482.45,481.7,481.8877,242846.0
2025-05-06 15:55:00,481.84,482.24,481.78,481.93,175097.0
2025-05-06 16:00:00,481.95,482.37,481.87,482.28,234216.0
2025-05-07 09:30:00,484.26,484.33,483.96,483.96,6032.0
2025-05-07 09:35:00,483.99,484.25,483.91,484.25,3161.0
2025-05-07 09:40:00,484.4,484.47,484.4,484.47,3449.0
2025-05-07 09:45:00,484.44,484.61,484.44,484.53,3724.0
2025-05-07 09:50:00,484.54,484.62,484.44,484.44,8687.0
2025-05-07 09:55:00,484.46,484.5,484.3,484.3,3350.0
2025-05-07 10:00:00,484.29,484.29,483.79,484.03,17098.0
2025-05-07 10:05:00,484.05,484.05,483.9,484.05,4208.0
2025-05-07 10:10:00,484.17,484.47,484.11,484.46,6260.0
2025-05-07 10:15:00,484.52,484.52,484.26,484.31,1740.0
2025-05-07 10:20:00,484.46,484.47,484.27,484.33,3379.0
2025-05-07 10:25:00,484.33,484.33,484.18,484.18,891.0
2025-05-07 10:30:00,484.03,484.07,483.95,484.06,3261.0
2025-05-07 10:35:00,484.07,484.12,484.04,484.12,5444.0
2025-05-07 10:40:00,484.11,484.58,484.02,484.58,10245.0
2025-05-07 10:45:00,484.55,484.77,484.55,484.64,30817.0
2025-05-07 10:50:00,484.65,484.73,484.17,484.42,17489.0
2025-05-07 10:55:00,484.61,484.61,484.35,484.48,8590.0
2025-05-07 11:00:00,484.5,484.92,484.37,484.81,39484.0
2025-05-07 11:05:00,484.81,484.95,484.66,484.68,53502.0
2025-05-07 11:10:00,484.83,485.1,484.81,484.94,13336.0
2025-05-07 11:15:00,484.95,484.98,484.9,484.98,7834.0
2025-05-07 11:20:00,484.95,485.26,484.94,485.04,12204.0
2025-05-07 11:25:00,484.97,484.97,484.58,484.68,22106.0
2025-05-07 11:30:00,484.63,484.7,484.57,484.66,8948.0
2025-05-07 11:35:00,484.58,484.6,484.37,484.48,20537.0
2025-05-07 11:40:00,484.43,484.43,484.12,484.14,12234.0
2025-05-07 11:45:00,484.17,484.47,484.15,484.47,17470.0
2025-05-07 11:50:00,484.46,484.62,484.25,484.26,17287.0
2025-05-07 11:55:00,484.35,484.45,484.31,484.44,14960.0
2025-05-07 12:00:00,484.83,485.26,481.049,484.23,100313.0
2025-05-07 12:05:00,484.25,484.25,482.87,483.0,113227.0
2025-05-07 12:10:00,482.96,483.09,482.61,482.7492,77827.0
2025-05-07 12:15:00,482.74,483.24,482.68,483.12,34059.0
2025-05-07 12:20:00,483.14,483.3,483.05,483.1,31800.0
2025-05-07 12:25:00,483.041,483.1,482.37,482.41,39142.0
2025-05-07 12:30:00,482.49,482.96,482.49,482.5301,29718.0
2025-05-07 12:35:00,482.59,482.8299,482.45,482.7299,25175.0
2025-05-07 12:40:00,482.91,483.23,482.87,483.23,23257.0
2025-05-07 12:45:00,483.2015,483.3386,482.97,483.1398,36843.0
2025-05-07 12:50:00,483.08,483.83,483.08,483.41,80568.0
2025-05-07 12:55:00,483.4,483.4,482.9,482.97,82107.0
2025-05-07 13:00:00,482.91,482.91,482.33,482.55,68791.0
2025-05-07 13:05:00,482.54,482.56,481.76,481.81,88160.0
2025-05-07 13:10:00,481.79,482.03,481.74,481.88,51651.0
2025-05-07 13:15:00,481.78,482.28,481.66,482.1,29986.0
2025-05-07 13:20:00,482.06,482.38,481.95,482.25,76566.0
2025-05-07 13:25:00,482.25,482.4,481.97,482.09,33396.0
2025-05-07 13:30:00,482.08,482.6188,481.3,482.03,797629.0
2025-05-07 13:35:00,482.09,482.19,481.35,481.82,432482.0
2025-05-07 13:40:00,481.81,482.95,481.787364,482.75,539403.0
2025-05-07 13:45:00,482.74,483.04,481.18,481.56,577098.0
2025-05-07 13:50:00,481.6,482.39,481.47,482.23,359410.0
2025-05-07 13:55:00,482.21,483.1799,482.1325,483.0144,413580.0
2025-05-07 14:00:00,483.04,483.14,482.54,482.87,206454.0
2025-05-07 14:05:00,482.8837,483.28,482.37,483.22,502306.0
2025-05-07 14:10:00,483.24,483.44,482.91,483.265,219741.0
2025-05-07 14:15:00,483.255,483.49,482.83,483.22,178906.0
2025-05-07 14:20:00,483.24,483.72,482.79,483.67,244030.0
