timestamp,Open,High,Low,Close,Volume
2025-05-06 09:30:00,559.0,559.33,559.0,559.24,2234.0
2025-05-06 09:35:00,559.23,559.41,559.03,559.03,1888.0
2025-05-06 09:40:00,558.97,559.0,558.89,559.0,1435.0
2025-05-06 09:45:00,558.8,558.87,558.75,558.87,1989.0
2025-05-06 09:50:00,558.92,559.38,558.8,559.38,3730.0
2025-05-06 09:55:00,559.45,559.6,559.45,559.6,3219.0
2025-05-06 10:00:00,559.7,559.7,559.55,559.55,673.0
2025-05-06 10:05:00,559.7,559.7,559.56,559.67,895.0
2025-05-06 10:10:00,559.39,559.53,559.26,559.42,1624.0
2025-05-06 10:15:00,559.62,559.78,559.62,559.71,3221.0
2025-05-06 10:20:00,559.69,559.72,559.67,559.67,1683.0
2025-05-06 10:25:00,559.68,559.68,559.68,559.68,281.0
2025-05-06 10:30:00,559.78,559.84,559.76,559.79,1367.0
2025-05-06 10:35:00,559.9,560.26,559.9,560.23,5269.0
2025-05-06 10:40:00,560.17,560.17,559.82,559.82,8052.0
2025-05-06 10:45:00,559.81,559.98,559.72,559.91,2437.0
2025-05-06 10:50:00,559.76,559.8,559.75,559.79,1475.0
2025-05-06 10:55:00,560.0,560.07,560.0,560.07,2408.0
2025-05-06 11:00:00,560.23,560.53,560.21,560.45,21001.0
2025-05-06 11:05:00,560.52,560.55,560.4,560.44,44407.0
2025-05-06 11:10:00,560.52,560.54,560.29,560.29,2143.0
2025-05-06 11:15:00,560.11,560.15,560.0,560.0,14451.0
2025-05-06 11:20:00,560.05,560.05,559.2,559.2,49903.0
2025-05-06 11:25:00,559.18,559.31,558.85,559.055,26533.0
2025-05-06 11:30:00,559.1,559.25,558.8,559.11,34162.0
2025-05-06 11:35:00,559.16,559.75,559.16,559.49,16058.0
2025-05-06 11:40:00,559.54,559.65,559.19,559.36,11923.0
2025-05-06 11:45:00,559.35,559.36,558.95,558.95,8299.0
2025-05-06 11:50:00,558.89,559.02,558.0,558.25,59412.0
2025-05-06 11:55:00,558.33,558.86,558.17,558.79,56497.0
2025-05-06 12:00:00,560.54,562.41,558.0,559.08,114079.0
2025-05-06 12:05:00,559.17,559.24,559.0,559.1099,17988.0
2025-05-06 12:10:00,558.9619,559.2,558.62,559.0901,49962.0
2025-05-06 12:15:00,559.19,559.2,558.86,559.06,41813.0
2025-05-06 12:20:00,559.0,559.0599,558.82,558.8301,35546.0
2025-05-06 12:25:00,558.83,558.92,558.62,558.7991,36978.0
2025-05-06 12:30:00,558.78,558.78,558.3,558.39,39539.0
2025-05-06 12:35:00,558.26,558.51,558.24,558.42,40353.0
2025-05-06 12:40:00,558.34,558.48,558.21,558.32,31270.0
2025-05-06 12:45:00,558.33,558.9,558.24,558.8682,38817.0
2025-05-06 12:50:00,558.87,558.9399,558.72,558.88,37047.0
2025-05-06 12:55:00,558.96,559.14,558.95,558.95,30449.0
2025-05-06 13:00:00,558.98,559.16,558.79,558.85,80180.0
2025-05-06 13:05:00,558.79,558.79,558.37,558.51,38739.0
2025-05-06 13:10:00,558.4,558.52,558.39,558.47,11499.0
2025-05-06 13:15:00,558.4,558.46,558.08,558.46,33357.0
2025-05-06 13:20:00,558.52,558.52,558.03,558.05,75457.0
2025-05-06 13:25:00,558.07,558.25,557.76,557.86,97093.0
2025-05-06 13:30:00,557.93,559.23,557.55,559.23,1378237.0
2025-05-06 13:35:00,559.2,559.661,558.76,559.57,795884.0
2025-05-06 13:40:00,559.58,559.58,559.15,559.18,436252.0
2025-05-06 13:45:00,559.24,559.76,557.88,557.945,903295.0
2025-05-06 13:50:00,557.95,557.95,556.96,557.1299,741411.0
2025-05-06 13:55:00,557.13,557.87,556.975,557.4,575110.0
2025-05-06 14:00:00,557.4,558.2499,557.09,558.075,505861.0
2025-05-06 14:05:00,558.08,558.7,557.865,558.658,496514.0
2025-05-06 14:10:00,558.645,559.27,558.5,558.7703,675055.0
2025-05-06 14:15:00,558.8,559.93,558.8,559.93,649599.0
2025-05-06 14:20:00,559.96,560.9,559.96,560.41,794683.0
